----------------------------------------------------------------------------------
-- Benchmark
--   identifier                                                bench.07.local-copy
--   date                                                 Tue Oct 25 18:03:42 2016
----------------------------------------------------------------------------------
-- MPI Environment Flags
--   MIC_LD_LIBRARY_PATH /opt/intel/compilers_and_libraries_2016.3.210/linux/mpi/mic/lib:/opt/intel/compilers_and_libraries_2016.3.210/linux/compiler/lib/mic:/opt/intel/compilers_and_libraries_2016.3.210/linux/ipp/lib/mic:/opt/intel/mic/coi/device-linux-release/lib:/opt/intel/mic/myo/lib:/opt/intel/compilers_and_libraries_2016.3.210/linux/mkl/lib/mic:/opt/intel/compilers_and_libraries_2016.3.210/linux/tbb/lib/mic
--   I_MPI_MPIRUN                                                           mpirun
--   MIC_LIBRARY_PATH /opt/intel/compilers_and_libraries_2016.3.210/linux/mpi/mic/lib:/opt/intel/compilers_and_libraries_2016.3.210/linux/compiler/lib/mic:/opt/intel/compilers_and_libraries_2016.3.210/linux/tbb/lib/mic
--   I_MPI_ROOT            /opt/intel/compilers_and_libraries_2016.3.210/linux/mpi
--   I_MPI_INFO_NUMA_NODE_NUM                                                    2
--   I_MPI_INFO_NUMA_NODE_DIST                                         10,20,20,10
--   I_MPI_INFO_NUMA_NODE_MAP                                               mic0:1
--   I_MPI_PERHOST                                                        allcores
--   I_MPI_HYDRA_UUID                         38260000-f434-fda6-b23f-050000017f00
--   I_MPI_PM                                                                hydra
--   I_MPI_RANK_CMD                                     ./bench.07.local-copy.mpi 
--   I_MPI_CMD                             mpirun -n 16 ./bench.07.local-copy.mpi 
--   I_MPI_INFO_STATE                                                            0
--   I_MPI_INFO_MODE                                                           775
--   I_MPI_INFO_VEND                                                             1
--   I_MPI_INFO_FLGB                                                           641
--   I_MPI_INFO_FLGC                                                    2143216639
--   I_MPI_INFO_FLGD                                                   -1075053569
--   I_MPI_INFO_FLGCEXT                                                          0
--   I_MPI_INFO_FLGDEXT                                                          0
--   I_MPI_INFO_DESC                                                    1342177285
--   I_MPI_INFO_BRAND                                            Intel(R) Xeon(R) 
--   I_MPI_INFO_SERIAL                                                E5-2630L v2 
--   I_MPI_INFO_C_NAME                                                     Unknown
--   I_MPI_INFO_SIGN                                                        198372
--   I_MPI_INFO_LCPU                                                            24
--   I_MPI_INFO_PACK               0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
--   I_MPI_INFO_CORE               0,1,2,3,4,5,0,1,2,3,4,5,0,1,2,3,4,5,0,1,2,3,4,5
--   I_MPI_INFO_THREAD             0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
--   I_MPI_INFO_CACHE1 0,1,2,3,4,5,16,17,18,19,20,21,0,1,2,3,4,5,16,17,18,19,20,21
--   I_MPI_INFO_CACHE2 0,1,2,3,4,5,16,17,18,19,20,21,0,1,2,3,4,5,16,17,18,19,20,21
--   I_MPI_INFO_CACHE3             0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
--   I_MPI_INFO_CACHES                                                           3
--   I_MPI_INFO_CACHE_SHARE                                                 2,2,32
--   I_MPI_INFO_CACHE_SIZE                                   32768,262144,15728640
--   I_MPI_INFO_NC                                                              12
--   I_MPI_INFO_NP                                                               2
--   I_MPI_PIN_MAPPING 16:0 0,1 12,2 1,3 13,4 2,5 3,6 4,7 5,8 6,9 18,10 7,11 19,12 8,13 9,14 10,15 11
--   I_MPI_PIN_INFO                                                              0
--   I_MPI_EXT_MPI_CALLS_9789                                       0x7fb637d344a0
--   I_MPI_THREAD_LEVEL                                                          1
--   I_MPI_NUMBER_OF_MPI_PROCESSES_PER_NODE                                     16
----------------------------------------------------------------------------------
-- DASH Environment Flags
--   DASH_ENABLE_HDF5                                                            1
--   DASH_ENABLE_MKL                                                             1
--   DASH_ENABLE_HWLOC                                                           1
--   DASH_ENABLE_PAPI                                                            1
--   DASH_ENABLE_NUMA                                                            1
--   DASH_ENABLE_OPENMP                                                          1
--   DASH_ENABLE_MPI_SHWIN                                                       1
----------------------------------------------------------------------------------
-- DASH Configuration
--   MPI implementation                                                   intelmpi
--   Host system identifier                                                default
--   PAPI                                                                  enabled
--   hwloc                                                                 enabled
--   libnuma                                                               enabled
--   MPI shared windows                                                    enabled
--   BLAS                                                                 disabled
--   LAPACK                                                               disabled
--   Intel MKL                                                             enabled
--   ScaLAPACK                                                            disabled
----------------------------------------------------------------------------------
-- Process Pinning
--   unit host                                 domain               NUMA core  CPU
--   0    projekt03                            .0.0.0.0.0.0.0.0        0    0    0
--   1    projekt03                            .0.0.0.0.0.0.0.0        0    0    1
--   2    projekt03                            .0.0.0.0.0.1.0.0        0    1    2
--   3    projekt03                            .0.0.0.0.0.1.0.0        0    1    3
--   4    projekt03                            .0.0.0.0.0.2.0.0        0    2    4
--   5    projekt03                            .0.0.0.0.0.3.0.0        0    3    6
--   6    projekt03                            .0.0.0.0.0.4.0.0        0    4    8
--   7    projekt03                            .0.0.0.0.0.5.0.0        0    5   10
--   8    projekt03                            .0.0.1.0.0.0.0.0        1    6   12
--   9    projekt03                            .0.0.1.0.0.0.0.0        1    6   13
--   10   projekt03                            .0.0.1.0.0.1.0.0        1    7   14
--   11   projekt03                            .0.0.1.0.0.1.0.0        1    7   15
--   12   projekt03                            .0.0.1.0.0.2.0.0        1    8   16
--   13   projekt03                            .0.0.1.0.0.3.0.0        1    9   18
--   14   projekt03                            .0.0.1.0.0.4.0.0        1   10   20
--   15   projekt03                            .0.0.1.0.0.5.0.0        1   11   22
----------------------------------------------------------------------------------
-- Runtime arguments
--   -smin           64                                         initial block size
--   -sb              4                                            block size base
--   -rmax       524288                                            initial repeats
--   -rmin            1                                               min, repeats
--   -rb              4                                                  rep. base
--   -i               8                                                 iterations
--   -verify          0                                               verification
--   -lo              0                                                 local only
--   -fcache          0                                      no copying from cache
----------------------------------------------------------------------------------
units, mpi.impl,  scenario,   copy.type,  src.u, dest.u, init.u, repeats,  block.n, block.kb, init.s,  copy.s, copy.min.us, copy.med.us, copy.max.us, copy.sdv.us, time.s,     mb/s
   16, intelmpi,     local,   std::copy,      6,      6,      2,  524288,       64,        0,  14.28, 0.41019,        0.00,        1.00,       48.00,        1.02,  23.40,   624.11
   16, intelmpi,     local,   std::copy,      6,      6,      2,  131072,      256,        2,   4.95, 0.10927,        0.00,        1.00,       48.00,        1.05,   6.91,  2342.76
   16, intelmpi,     local,   std::copy,      6,      6,      2,   32768,     1024,        8,   2.29, 0.03639,        0.00,        1.00,       44.00,        1.19,   2.83,  7034.71
   16, intelmpi,     local,   std::copy,      6,      6,      2,    8192,     4096,       32,   1.59, 0.02323,        2.00,        3.00,       44.00,        1.61,   1.81, 11021.18
   16, intelmpi,     local,   std::copy,      6,      6,      2,    2048,    16384,      128,   0.74, 0.01863,        8.00,        9.00,       47.00,        2.77,   1.56, 13738.33
   16, intelmpi,     local,   std::copy,      6,      6,      2,     512,    65536,      512,   0.80, 0.01944,       37.00,       38.00,       67.00,        1.56,   1.49, 13166.69
   16, intelmpi,     local,   std::copy,      6,      6,      2,     128,   262144,     2048,   0.83, 0.04173,      305.00,      331.00,      392.00,       18.33,   1.52,  6134.09
   16, intelmpi,     local,   std::copy,      6,      6,      2,      32,  1048576,     8192,   1.05, 0.05774,     1733.00,     1750.00,     3531.00,      310.20,   1.50,  4433.36
   16, intelmpi,     local,  dash::copy,      6,      6,      2,  524288,       64,        0,  15.06, 1.28961,        2.00,        2.00,       56.00,        1.36,  25.35,   198.51
   16, intelmpi,     local,  dash::copy,      6,      6,      2,  131072,      256,        2,   5.57, 0.33659,        2.00,        3.00,       46.00,        1.44,   7.39,   760.57
   16, intelmpi,     local,  dash::copy,      6,      6,      2,   32768,     1024,        8,   2.32, 0.09707,        2.00,        3.00,       45.00,        1.58,   2.96,  2637.24
   16, intelmpi,     local,  dash::copy,      6,      6,      2,    8192,     4096,       32,   1.56, 0.03773,        4.00,        5.00,       44.00,        1.74,   1.84,  6785.41
   16, intelmpi,     local,  dash::copy,      6,      6,      2,    2048,    16384,      128,   0.76, 0.02322,       10.00,       11.00,       44.00,        1.27,   1.57, 11024.98
   16, intelmpi,     local,  dash::copy,      6,      6,      2,     512,    65536,      512,   0.85, 0.02161,       41.00,       42.00,       89.00,        2.61,   1.50, 11845.27
   16, intelmpi,     local,  dash::copy,      6,      6,      2,     128,   262144,     2048,   0.86, 0.04408,      318.00,      346.00,      472.00,       17.79,   1.52,  5807.89
   16, intelmpi,     local,  dash::copy,      6,      6,      2,      32,  1048576,     8192,   1.10, 0.06063,     1842.00,     1875.00,     2607.00,      128.34,   1.50,  4222.33
   16, intelmpi,  socket.b,  dash::copy,      6,     12,      8,  524288,       64,        0,  14.04, 1.88083,        2.00,        3.00,       59.00,        2.26,  26.84,   136.11
   16, intelmpi,  socket.b,  dash::copy,      6,     12,      8,  131072,      256,        2,   2.04, 0.78600,        5.00,        6.00,       65.00,        3.69,   8.75,   325.70
   16, intelmpi,  socket.b,  dash::copy,      6,     12,      8,   32768,     1024,        8,   1.06, 0.24023,        6.00,        7.00,       62.00,        3.35,   3.37,  1065.65
   16, intelmpi,  socket.b,  dash::copy,      6,     12,      8,    8192,     4096,       32,   0.81, 0.10108,       11.00,       12.00,       64.00,        4.27,   2.01,  2532.52
   16, intelmpi,  socket.b,  dash::copy,      6,     12,      8,    2048,    16384,      128,   0.75, 0.06197,       27.00,       28.00,       82.00,        9.44,   1.64,  4130.90
   16, intelmpi,  socket.b,  dash::copy,      6,     12,      8,     512,    65536,      512,   0.82, 0.05244,       87.00,       89.00,      205.00,       17.62,   1.54,  4882.05
   16, intelmpi,  socket.b,  dash::copy,      6,     12,      8,     128,   262144,     2048,   0.90, 0.06037,      440.00,      475.00,      917.00,       42.36,   1.54,  4240.52
   16, intelmpi,  socket.b,  dash::copy,      6,     12,      8,      32,  1048576,     8192,   1.13, 0.06692,     1933.00,     1975.00,     5836.00,      672.68,   1.49,  3825.18
   16, intelmpi, rmt.async,  dash::copy,      6,      2,     12,  524288,       64,        0,   5.36, 3.86575,        6.00,        7.00,       69.00,        3.90,  31.75,    66.22
   16, intelmpi, rmt.async,  dash::copy,      6,      2,     12,  131072,      256,        2,   1.90, 1.00369,        7.00,        7.00,      100.00,        3.68,   9.10,   255.06
   16, intelmpi, rmt.async,  dash::copy,      6,      2,     12,   32768,     1024,        8,   0.99, 0.27813,        7.00,        8.00,       60.00,        3.09,   3.41,   920.43
   16, intelmpi, rmt.async,  dash::copy,      6,      2,     12,    8192,     4096,       32,   0.80, 0.10116,       11.00,       12.00,       58.00,        3.27,   2.00,  2530.57
   16, intelmpi, rmt.async,  dash::copy,      6,      2,     12,    2048,    16384,      128,   0.75, 0.04843,       21.00,       23.00,       75.00,        2.61,   1.62,  5285.43
   16, intelmpi, rmt.async,  dash::copy,      6,      2,     12,     512,    65536,      512,   0.79, 0.03018,       55.00,       58.00,      315.00,       12.38,   1.51,  8483.56
   16, intelmpi, rmt.async,  dash::copy,      6,      2,     12,     128,   262144,     2048,   0.92, 0.04723,      333.00,      369.00,     1421.00,       95.12,   1.52,  5420.28
   16, intelmpi, rmt.async,  dash::copy,      6,      2,     12,      32,  1048576,     8192,   1.06, 0.06383,     1839.00,     1860.00,     6249.00,      764.15,   1.50,  4010.78
Benchmark finished
